code,title,description,credits,institution,department,prerequisites,has_lab,course_type
EES 5711,IntroXay Crystallography,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 5720,Global Tectonics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 5730,Environmental Geochemistry,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 5735,Hydrogeology,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 5750,Principles of Stratigraphy,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 5800,Advanced Stratigraphy,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 5840,Structural Geology,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 5900,Coastal Processes,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 5925,Intro Phys Oceanogry,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 5949,Natural Resource Mgt,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 6015,Tox Coastal Organism,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 6090,Graduate Seminar,,3,University Of New Orleans,PLACEHOLDER,,false,seminar
EES 6095,M.S. Project in EES,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 6096,Special Topics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 6096,Special Topics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 6097,Independent Study,,3,University Of New Orleans,PLACEHOLDER,,false,research
EES 6265,Surf Process & Environ Dynam,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 6640,Sequence Strat,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 6658,Low Temperature Geochemistry,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 6760,Coastal Restoration & Managmnt,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 6762,Aquatic Sciences,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 6770,Basin Analysis,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 6810,Geophysical Data Processing,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 6840,Reflection Seismology,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,,false,research
EES 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EES 7050,Dissertation Research,,3,University Of New Orleans,PLACEHOLDER,,false,research
ECON 1203,Principles of Microeconomics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 1204,Principles of Macroeconomics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 1330,Financial Literacy,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 2000,Engineering Economics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 2221,Money & Banking,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 3000,Managerial Economics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 3292,Internship Busines & Economics,,3,University Of New Orleans,PLACEHOLDER,,false,research
ECON 3999,Special Topics in Economics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 4250,Health Care Economics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 4261,International Trade Theory,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 4291,UGRD Directed Individual Study,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 4306,International Finance,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 4400,Econ Foundation for Managers,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 5261,International Trade Theory,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 5306,International Finance,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 6200,Managerial Economics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 6203,Microeconomic Theory,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 6204,Macroeconomic Theory,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 6207,Seminar in Microeconomics,,3,University Of New Orleans,PLACEHOLDER,,false,seminar
ECON 6250,Health Care Economics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 6292,Directed Individual Study,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 6294,Internship in Economics,,3,University Of New Orleans,PLACEHOLDER,,false,research
ECON 6295,Special Topic Economics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ECON 7050,Dissertation Research,,3,University Of New Orleans,PLACEHOLDER,,false,research
ECON 7051,Dissertation Workshop,,3,University Of New Orleans,PLACEHOLDER,,false,research
COED 1,Coop Educ for Educ Majors,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 1001,Peervice Teaching,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 1010,Intro to Teaching,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 2100,Child & Adolescent Development,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 2200,Principles Teaching Learning,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 2204,Intro Secondary Ed,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 2206,Intro to Tech in the Classroom,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3000,Mt Needs of All Learners II,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3001,Tier III Assess ECE,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3002,Tier III Assess Elem,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3003,Tier III Assess IN/M,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3004,Tier III Assess Mus,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3005,Tier III Assess Eng,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3006,Tier III Assess Math,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3007,Tier III Assess Sci,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3008,Tier III Assess SSt,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3100,Diff Curriculum & Instruc,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3110,Developing a Studetentered Learning Environment in the Classroom,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3120,Data for Teachers,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3130,Literacy Instruction for Learners with Dyslexia and Diverse Needs,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 3982,Independent Study,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDUC 4000,Mtg Needs of All Learners III,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4813,Cap Internshi Grades K,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4823,Cap Internshi Grades1,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4833,Cap Internshi Grades4,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4843,Cap Internshi Grades62,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4853,Cap Internshi Special Educ,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4910,Student Teaching Grades  5,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4911,Residency I,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4912,Residency II: Elementary Ed,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4920,Student Teaching Grades  12,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4921,Res I: Secondary Education,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4922,Res II: Secondary Ed,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4930,Student Teachin GradesK2,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4940,Student Teaching Grades  8,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4950,Student Teaching Grades P 3,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4960,Student Teach Sped,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 4970,Student Teach M/M1,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5100,Differentiated Curr & Instruc,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5813,Cap Internshi Grades K,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5823,Cap Internshi Grades1,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5833,Cap Internshi Grades4,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5843,Cap Internshi Grades62,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5853,Cap Internshi Special Educ,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5863,Internship M/M1,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDUC 5873,Internship M/M4,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDUC 5883,Internship M/M62,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDUC 5910,Student Teaching Grades  5,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5920,Student Teaching Grades  12,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5940,Student Teaching Grades  8,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5950,Student Teaching Grades P 3,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5960,Student Teach Sped,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5970,Student Teach M/M1,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5980,Student Teach M/M4,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 5990,Student teach M/M62,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6001,MAT Assessment ECE,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6002,MAT Assessment Elem,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6003,MAT Assessment Int/M,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6005,MAT Assessment Eng,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6006,MAT Assessment Math,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6007,MAT Assess�t Science,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6008,MAT Assess�t Soc St,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6009,MAT Assess Sig Dis,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6010,MAT Assess Early Int,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6011,MAT Assess Hear Impd,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6130,Literacy Instruction for Learners with Dyslexia and Diverse Needs,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6210,Human Development,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6310,Res I: Elem Ed Stud Teach,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6311,Res I: Elem Ed Internship,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDUC 6320,Res II: Elem Ed Stud Teaching,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6321,Res II: Elem Ed Internship,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDUC 6330,Res I: Sec Ed Stud Teaching,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6331,Res I: Sec Ed Internship,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDUC 6340,Res II: Sec Ed Stud Teaching,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDUC 6341,Res II: Sec Ed Internship,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDUC 6982,Independent Study,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDFR 5990,Special Topics in Education,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDFR 6675,Assessment in Higher Education,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDFR 6700,Educational Research,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDFR 6705,Quant & Qual Research Design,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDFR 6710,Descriptive Statistics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDFR 6715,Intro to Qual Resrch Methods,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDFR 6720,Appl Regr & Analy Covariance,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDFR 6721,Qualitative Research Data Col,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDFR 6725,Multivariate Statistics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDFR 6731,Qualitative Research Data Anlz,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDFR 6991,Practicum in Educ Evaluation,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDFR 6993,Spec Topics in Educ Research,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDAD 3530,College Student Serv As A Prof,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6530,Student Services High Educ,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6535,College Student Development,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6550,The Academic Profession,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6600,Amer College & University,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6605,Community & Technical Colleges,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6610,Legal Aspects of Higher Educ,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6615,Financial Mang in Higher Educ,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6620,History & Philosophy of Higher Ed,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6630,Student Choice in Higher Educ,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6640,College Teaching,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6650,College Curriculum,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6675,Current Issues in Higher Educ,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6681,Org & Ldrship in Higher Ed,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6683,Students in Higher Ed,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6684,Teach Lrn Curr in Higher Ed,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6693,Diversity in Higher Education,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6695,Professional Seminar in Higher Education,,3,University Of New Orleans,PLACEHOLDER,,false,seminar
EDAD 6800,School Leadership,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6805,Lead Lrng Envir,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6810,School Law,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6812,Lead Curr Instruct Assessment,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6816,Scholased Management,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6840,Org & GovernanceK2 Schools,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6845,School/Community Relationships,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6850,Supervision of Instruction,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6860,Principalship,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6875,School Improvement,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6890,Seminar in Educational Admin,,3,University Of New Orleans,PLACEHOLDER,,false,seminar
EDAD 6895,Intern in School Leadership,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6900,Doc Poeminar I Ed Admin,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6905,Doc Poeminar II,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6910,Strategic Approaches Educ Admn,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6920,Org Theories in Educ Admin,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6930,Leader Behavior in Educ Admin,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6940,Power & Politics in Educ Admin,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6950,Educ Policy Analysis,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6960,Concept PK16+ Educ,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6980,Independent Study Educ Admin,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDAD 6991,Selected Topics in Educ Adm,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6992,Selected Topics in Educ Adm,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6993,Selected Topics in Educ Adm,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
EDAD 6997,Research Seminar in Educ Adm,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDAD 7040,Examination or Thesis Only,,3,University Of New Orleans,PLACEHOLDER,,false,research
EDAD 7050,Dissertation Research,,3,University Of New Orleans,PLACEHOLDER,,false,research
ENEE 1530,Engineering Software Tools,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 2500,Basic Electrical Circuits,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 2510,Circuits Laboratory,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 2530,EE Software Tools,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 2550,Circuits I,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 2551,Circuits II,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 2582,Digital System Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 2586,Digital Systems Laboratory,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3093,Ind Special Lab in Elec Eng,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3094,Ind Special Lab in Elec Eng,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3501,Basic Electrical Machinery,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3511,Energy Conversion Laboratory,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3512,Microprocessor Design Lab,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3514,Computer Architecture Lab,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3517,Engr Electronics Lab,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3518,Electrical Engr Laboratory,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3521,Electric Machinery,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3522,Elec Power Systems,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3530,Cont & Discrete Sig Syst Analy,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3533,Classical Control Sys Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3535,Communication System Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3540,Engineering Electronics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3543,Engineering Electronic Systems,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3560,Engineering Electromagnetics I,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3571,Cloud Technology Foundations,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3572,Prob Meth Signal Sys Analysis,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3574,Communication Sys Design Lab,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3582,Digital Design Using Micros,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3583,Computer System Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3587,Microcontroller Interfacing,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 3900,Senior Honors Thesis,,3,University Of New Orleans,PLACEHOLDER,,false,research
ENEE 4091,Senior Elec Eng Design Project,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4092,Senior Elec Eng Design Project,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4096,Undergraduate Ind Study,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4097,Spec Topic in Elec Engineering,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4130,Wind Power Generation,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4131,Rel Avail Mainten Engr System,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4522,Power System Planning & Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4524,Pwr Sys Dynam & Ctrl,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4526,Protective Relaying Power Syst,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4533,Digital Control System Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4534,Process Control Systems,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4535,Intro Digital Signal Proccess,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4536,Embed Multimedia Sys,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4543,Powrlectronics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4544,Radio Frequency Circuit Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4554,Analog Digital Filter Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4562,Engineering Optics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4566,Intro Optical Networks,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4575,Data & Computer Communications,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4581,Introduction to Data Engineering,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4583,Deep Learning,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4584,Computer Vision Applications in Deep Learning,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4585,HDL Chip Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 4595,Modern Wireless Comm,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5097,Special Topics in Elec Eng,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5130,Wind Power Generation,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5131,Rel Avail Mainten Engr System,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5522,Power System Planning & Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5524,Pwr Sys Dynam & Ctrl,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5526,Protective Relaying Power Syst,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5534,Process Control Systems,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5535,Intro Digital Signal Proccess,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5536,Embed Multimedia Sys,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5543,Powrlectronics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5544,Radio Frequency Circuit Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5554,Analog Digital Filter Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5562,Engineering Optics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5566,Intro Optical Networks,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5575,Data & Computer Communications,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5583,Deep Learning,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5584,Computer Vision Applications in Deep Learning,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5585,HDL Chip Design,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 5595,Modern Wireless Comm,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6001,Electrical Engr Grad Seminar,,3,University Of New Orleans,PLACEHOLDER,,false,seminar
ENEE 6095,Ind Special Project,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6096,Adv Special Topics in Elec Eng,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6097,Advanced Spec Topic,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6098,Advanced Spec Topic,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6522,Computrided Analysis of Large Power Systems,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6523,Elec Machines and Drives,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6525,Optim Contol Meth Pwr Sys Oper,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6530,Linear Systems,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6533,Adv Rand Var & Stoch Processes,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6538,Signal Detection,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6564,Polarization Optics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6565,Introduction to Lasers,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6570,Optimization Technique in Engr,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6581,Digital Image Process,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6582,Computer Vision,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6583,Neural Networks,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENEE 6585,Wireless Sensor Networks,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENGR 1000,Introduction to Engineering,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENGR 3090,Senior Seminar,,3,University Of New Orleans,PLACEHOLDER,,false,seminar
ENGR 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,,false,research
ENGR 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENAS 7025,Eng & Appl Sci Research Sem,,3,University Of New Orleans,PLACEHOLDER,,false,research
ENAS 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENAS 7050,Dissertation Research,,3,University Of New Orleans,PLACEHOLDER,,false,research
ENMG 4471,Quality Management,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENMG 5471,Quality Management,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENMG 6095,Ind Capstone Project,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENMG 6096,Independent Special Topics,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENMG 6097,Spec Topics in Engr Mgmt,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENMG 6101,Engineering Management 1,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENMG 6102,Engineering Management II,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
ENMG 6103,Technology Entrepreneurship,,3,University Of New Orleans,PLACEHOLDER,,false,lecture
