code,title,description,credits,institution,department,prerequisites
EDSP 3640,Transition Spec Ed,,3,University Of New Orleans,PLACEHOLDER,
EDSP 3650,Prac in Positive Behavior,,3,University Of New Orleans,PLACEHOLDER,
EDSP 3660,Practicum Inclusive,,3,University Of New Orleans,PLACEHOLDER,
EDSP 3982,Ind Study Spec Educ & Hab Serv,,3,University Of New Orleans,PLACEHOLDER,
EDSP 4010,Intro Instruc Issues Sevr Dis,,3,University Of New Orleans,PLACEHOLDER,
EDSP 4060,Behavior Mod Appl Settings,,3,University Of New Orleans,PLACEHOLDER,
EDSP 4420,Foundations Deaf Education,,3,University Of New Orleans,PLACEHOLDER,
EDSP 4440,Sign Language I,,3,University Of New Orleans,PLACEHOLDER,
EDSP 4450,Sign Language II,,3,University Of New Orleans,PLACEHOLDER,
EDSP 4510,Intro to Gifted/Talented,,3,University Of New Orleans,PLACEHOLDER,
EDSP 4730,Residency I: Elem Ed,,3,University Of New Orleans,PLACEHOLDER,
EDSP 4740,Res II: Elem E Spec Ed,,3,University Of New Orleans,PLACEHOLDER,
EDSP 4775,Tests/Meas Except Individuals,,3,University Of New Orleans,PLACEHOLDER,
EDSP 4776,Tests/Meas Ind W Exceptionalt,,3,University Of New Orleans,PLACEHOLDER,
EDSP 4820,Introduction to Braille,,3,University Of New Orleans,PLACEHOLDER,
EDSP 4830,Mobility Trn Visually Impaired,,3,University Of New Orleans,PLACEHOLDER,
EDSP 5010,Intro Instruc Issues Sevr Dis,,3,University Of New Orleans,PLACEHOLDER,
EDSP 5060,Behavior Mod Appl Settings,,3,University Of New Orleans,PLACEHOLDER,
EDSP 5420,Foundations Deaf Education,,3,University Of New Orleans,PLACEHOLDER,
EDSP 5440,Sign Language I,,3,University Of New Orleans,PLACEHOLDER,
EDSP 5450,Sign Language II,,3,University Of New Orleans,PLACEHOLDER,
EDSP 5510,Intro to Gifted/Talented,,3,University Of New Orleans,PLACEHOLDER,
EDSP 5775,Tests/Meas Except Individuals,,3,University Of New Orleans,PLACEHOLDER,
EDSP 5776,Tests/Meas Ind W Exceptionalt,,3,University Of New Orleans,PLACEHOLDER,
EDSP 5810,Structure Foundation of Eye,,3,University Of New Orleans,PLACEHOLDER,
EDSP 5820,Introduction to Braille,,3,University Of New Orleans,PLACEHOLDER,
EDSP 5830,Mobility Trn Visually Impaired,,3,University Of New Orleans,PLACEHOLDER,
EDSP 5990,Spec Topics in SpEd/Habil,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6000,Comm Lit Signif Dis,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6010,Mang Beh Except Populations,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6030,Hlth/Physical Consid Sv Dis,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6040,Instructional Issues Sv Dis,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6050,Adv Instructional Issue Sv Dis,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6060,Action Research in Education,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6085,Found Erly Chld Intr,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6090,Family & Community Partnership,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6110,Res I Elem Ed,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6111,Res I: Elem Ed Internship,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6120,Res II: Elem Ed Spec Ed,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6121,Res II: Elem E Spec Ed,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6130,Res I: Early Int Student Teach,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6131,Res I: Early Interv Intern,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6140,Res II: Early Int Stud Teach,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6141,Res II: Early Interv Intern,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6160,Res I: Second E Inclusion,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6161,Res I: Sec E Inc Intern,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6170,Res II: Secondary E Spec Ed,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6171,Res II: Sec E Sp Ed Intern,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6210,Indiv with Autism I,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6220,Indiv With Autism II,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6420,Educational Audiology,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6440,Lang Dev & Instr Strat Deaf,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6445,Com Meth Litrcy D/HH,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6460,Teach Speech & Speechreading,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6480,Curriculum Dev for Deaf,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6510,Social Emotional Needs Gifted,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6530,Creative Thinking,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6540,Educ Strat for Gift/Talented,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6545,Literature for Gifted/Talented,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6550,Gifted Talentd:CurrDev Prg Org,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6555,Disab Chld Early Interv Prog,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6560,Comm & Literacy,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6610,Adv Meth Lrn/Behav Problems,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6625,Adv Trans Plan Stu with Disab,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6775,Indiv Intelligence Testing,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6780,Psych Assess Indiv with Excep,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6781,Consult/Collab in Spec Educ,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6785,Diag/Prescrp Strg Ind W/Except,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6945,Practicum Hearing Impaired Std,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6950,Practicum Gifted/Talented,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6962,Student Teaching Special Educ,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6964,Fundamentals of Technology,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6970,Pract Psycho Educ Diagnosis,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6980,Practicum Visual Impairment,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6981,Contemp Issues In Ed,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6982,Ind Study Spec Ed & Habil Svc,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6985,Internship Spec Ed & Habil Svc,,3,University Of New Orleans,PLACEHOLDER,
EDSP 6990,Sel Topics Spec Ed & Habil Svc,,3,University Of New Orleans,PLACEHOLDER,
EDSP 7010,Doctoral Sem Leadrship Roles,,3,University Of New Orleans,PLACEHOLDER,
EDSP 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
EDSP 7050,Dissertation Research,,3,University Of New Orleans,PLACEHOLDER,
TRNS 4020,Intermodal Freight Transport,,3,University Of New Orleans,PLACEHOLDER,
TRNS 4061,Introduction to Transportation Planning,,3,University Of New Orleans,PLACEHOLDER,
TRNS 5060,"Active Transportation Planning, Policy and Design",,3,University Of New Orleans,PLACEHOLDER,
TRNS 6000,Spec Topics in Transportation,,3,University Of New Orleans,PLACEHOLDER,
TRNS 6010,Transportation Seminar,,3,University Of New Orleans,PLACEHOLDER,
TRNS 6100,Environment and Energy,,3,University Of New Orleans,PLACEHOLDER,
TRNS 6200,Transport Policy & Admin,,3,University Of New Orleans,PLACEHOLDER,
TRNS 6300,Applied Techniques for Transportation Professionals,,3,University Of New Orleans,PLACEHOLDER,
TRNS 6800,Transportation Internship,,3,University Of New Orleans,PLACEHOLDER,
TRNS 6900,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
TRNS 6901,Transportation Capstone I,,3,University Of New Orleans,PLACEHOLDER,
TRNS 6902,Transportation Capstone II,,3,University Of New Orleans,PLACEHOLDER,
TRNS 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,
TRNS 7040,Examination or Thesis Only,,3,University Of New Orleans,PLACEHOLDER,
UNIV 1001,University Success,,3,University Of New Orleans,PLACEHOLDER,
UNIV 1003,Academic Success,,3,University Of New Orleans,PLACEHOLDER,
UNIV 3002,Leadership and Mentors,,3,University Of New Orleans,PLACEHOLDER,
MURP 4005,Intro Neighborhood Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 4010,Policies and Politics of Historic Preservation,,3,University Of New Orleans,PLACEHOLDER,
MURP 4030,Social Policy Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 4050,Urb Land Use Plan & Plan Makng,,3,University Of New Orleans,PLACEHOLDER,
MURP 4062,Applied Trans Plan,,3,University Of New Orleans,PLACEHOLDER,
MURP 4063,Land Use Trans Plan,,3,University Of New Orleans,PLACEHOLDER,
MURP 4071,Historic Preservation Law,,3,University Of New Orleans,PLACEHOLDER,
MURP 4081,GIS for the Planning Profession,,3,University Of New Orleans,PLACEHOLDER,
MURP 4140,Environmental Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 4145,Coastal Zone Planning & Admin,,3,University Of New Orleans,PLACEHOLDER,
MURP 4200,American City Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 4500,Energy Pln for Cit & Regions,,3,University Of New Orleans,PLACEHOLDER,
MURP 4710,Urbanism & Urban Design,,3,University Of New Orleans,PLACEHOLDER,
MURP 4750,Design & Mgmt of Urban Parks,,3,University Of New Orleans,PLACEHOLDER,
MURP 4800,Spec Studisrban Problems,,3,University Of New Orleans,PLACEHOLDER,
MURP 4820,Tourism for Urban & Reg Plan,,3,University Of New Orleans,PLACEHOLDER,
MURP 4900,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
MURP 5005,Intro Neighborhood Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 5010,Policies and Politics of Historic Preservation,,3,University Of New Orleans,PLACEHOLDER,
MURP 5030,Social Policy Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 5050,Urb Land Use Plan & Plan Makng,,3,University Of New Orleans,PLACEHOLDER,
MURP 5062,Applied Trans Plan,,3,University Of New Orleans,PLACEHOLDER,
MURP 5063,Land Use Trans Plan,,3,University Of New Orleans,PLACEHOLDER,
MURP 5070,Dev Impact Assessment,,3,University Of New Orleans,PLACEHOLDER,
MURP 5071,Historic Preservation Law,,3,University Of New Orleans,PLACEHOLDER,
MURP 5081,GIS for the Planning Profession,,3,University Of New Orleans,PLACEHOLDER,
MURP 5140,Environmental Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 5145,Coastal Zone Planning & Admin,,3,University Of New Orleans,PLACEHOLDER,
MURP 5200,American City Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 5500,Energy Pln for Cit & Regions,,3,University Of New Orleans,PLACEHOLDER,
MURP 5660,Negot & Mediation for Planners,,3,University Of New Orleans,PLACEHOLDER,
MURP 5710,Urbanism & Urban Design,,3,University Of New Orleans,PLACEHOLDER,
MURP 5750,Design & Mgmt of Urban Parks,,3,University Of New Orleans,PLACEHOLDER,
MURP 5800,Spec Studisrban Problems,,3,University Of New Orleans,PLACEHOLDER,
MURP 5820,Tourism for Urban & Reg Plan,,3,University Of New Orleans,PLACEHOLDER,
MURP 6010,Plan Neigh & Smaller Community,,3,University Of New Orleans,PLACEHOLDER,
MURP 6020,Analytic Methods for Planners,,3,University Of New Orleans,PLACEHOLDER,
MURP 6030,Social Policy Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 6051,Housing and Comm Development,,3,University Of New Orleans,PLACEHOLDER,
MURP 6071,Zonigand Use Regulation,,3,University Of New Orleans,PLACEHOLDER,
MURP 6100,Transit Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 6121,Urban & Regional Analysis II,,3,University Of New Orleans,PLACEHOLDER,
MURP 6130,Urban Dev:Social Perspective,,3,University Of New Orleans,PLACEHOLDER,
MURP 6140,Citizen Participation,,3,University Of New Orleans,PLACEHOLDER,
MURP 6175,Dev Finance for Planners,,3,University Of New Orleans,PLACEHOLDER,
MURP 6180,Site Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 6401,Urban Public Works Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 6450,Local Economic Development,,3,University Of New Orleans,PLACEHOLDER,
MURP 6500,Urban Plan Prac in Dev Nations,,3,University Of New Orleans,PLACEHOLDER,
MURP 6520,Comparative Planning & Urb Dev,,3,University Of New Orleans,PLACEHOLDER,
MURP 6601,Sem Urban Planning Models,,3,University Of New Orleans,PLACEHOLDER,
MURP 6605,Sem Land Use Analysis,,3,University Of New Orleans,PLACEHOLDER,
MURP 6620,History & Theory Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 6650,Recreational Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 6710,Urbanism and Urban Design,,3,University Of New Orleans,PLACEHOLDER,
MURP 6720,Practicum in Urban & Regional Planning,,3,University Of New Orleans,PLACEHOLDER,
MURP 6721,Practicum Planning Lab,,3,University Of New Orleans,PLACEHOLDER,
MURP 6800,Planning Internship,,3,University Of New Orleans,PLACEHOLDER,
MURP 6900,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
MURP 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,
MURP 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
ENCM 1000,Introduction to Urban Construction Management,,3,University Of New Orleans,PLACEHOLDER,
ENCM 2100,Construction Graphics,,3,University Of New Orleans,PLACEHOLDER,
ENCM 2300,Urban Architectural Design in Construction,,3,University Of New Orleans,PLACEHOLDER,
ENCM 2311,Construction Materials Lab,,3,University Of New Orleans,PLACEHOLDER,
ENCM 2350,Structure I,,3,University Of New Orleans,PLACEHOLDER,
ENCM 3130,Urban Construction Techniques & Methods,,3,University Of New Orleans,PLACEHOLDER,
ENCM 3200,"Construction Codes, Documents, and Specifications",,3,University Of New Orleans,PLACEHOLDER,
ENCM 3340,Soils and Equipment,,3,University Of New Orleans,PLACEHOLDER,
ENCM 3350,Advanced Structures,,3,University Of New Orleans,PLACEHOLDER,
ENCM 3600,Construction Estimating,,3,University Of New Orleans,PLACEHOLDER,
ENCM 3620,Construction Scheduling,,3,University Of New Orleans,PLACEHOLDER,
ENCM 3800,Construction Finance and Feasibility,,3,University Of New Orleans,PLACEHOLDER,
ENCM 4500,MEP Construction,,3,University Of New Orleans,PLACEHOLDER,
ENCM 4600,Construction Safety Regulations,,3,University Of New Orleans,PLACEHOLDER,
ENCM 4610,Historic Structures Restoration and Preservation,,3,University Of New Orleans,PLACEHOLDER,
ENCM 4630,Construction Law and Contracts,,3,University Of New Orleans,PLACEHOLDER,
ENCM 4640,Sustainable Construction Techniques and Green Building,,3,University Of New Orleans,PLACEHOLDER,
ENCM 4700,Computer Applications in Construction,,3,University Of New Orleans,PLACEHOLDER,
ENCM 4800,Urban Construction Management Internship,,3,University Of New Orleans,PLACEHOLDER,
ENCM 4900,Capstone Project,,3,University Of New Orleans,PLACEHOLDER,
URBN 1000,Introduction to Cities,,3,University Of New Orleans,PLACEHOLDER,
URBN 2000,The New Orleans Region,,3,University Of New Orleans,PLACEHOLDER,
URBN 2100,Globalization and Mobility,,3,University Of New Orleans,PLACEHOLDER,
URBN 2890,Urbn Special Topics,,3,University Of New Orleans,PLACEHOLDER,
URBN 2999,Public Service,,3,University Of New Orleans,PLACEHOLDER,
URBN 3002,Introduction to Urban Studies,,3,University Of New Orleans,PLACEHOLDER,
URBN 3150,The Suburbs and Car Culture,,3,University Of New Orleans,PLACEHOLDER,
URBN 3710,Fundamentals of Urban Design,,3,University Of New Orleans,PLACEHOLDER,
URBN 3998,Planning Internship,,3,University Of New Orleans,PLACEHOLDER,
URBN 3999,Senior Honors Thesis,,3,University Of New Orleans,PLACEHOLDER,
URBN 4002,The Shape of the City,,3,University Of New Orleans,PLACEHOLDER,
URBN 4003,The Post World War II City,,3,University Of New Orleans,PLACEHOLDER,
URBN 4005,The Everyday City,,3,University Of New Orleans,PLACEHOLDER,
URBN 4060,"Active Transportation Planning, Policy, and Design",,3,University Of New Orleans,PLACEHOLDER,
URBN 4100,Gentrification Hist Dist,,3,University Of New Orleans,PLACEHOLDER,
URBN 4140,Citizen Participation,,3,University Of New Orleans,PLACEHOLDER,
URBN 4145,Green Infrastructure,,3,University Of New Orleans,PLACEHOLDER,
URBN 4150,Planning for Hazards,,3,University Of New Orleans,PLACEHOLDER,
URBN 4510,Cities of the Global South,,3,University Of New Orleans,PLACEHOLDER,
URBN 4670,Grantwriting for Planners,,3,University Of New Orleans,PLACEHOLDER,
URBN 4800,Spec Studisrban Problems,,3,University Of New Orleans,PLACEHOLDER,
URBN 4810,Environ Justice in Urbn Envmts,,3,University Of New Orleans,PLACEHOLDER,
URBN 4900,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
URBN 5002,The Shape of the City,,3,University Of New Orleans,PLACEHOLDER,
URBN 5003,The Post World War II City,,3,University Of New Orleans,PLACEHOLDER,
URBN 5005,The Everyday City,,3,University Of New Orleans,PLACEHOLDER,
URBN 5100,Gentrification in Historic Districts,,3,University Of New Orleans,PLACEHOLDER,
URBN 5140,Citizen Participation,,3,University Of New Orleans,PLACEHOLDER,
URBN 5145,Green Infrastructure,,3,University Of New Orleans,PLACEHOLDER,
URBN 5150,Planning for Hazards,,3,University Of New Orleans,PLACEHOLDER,
URBN 5510,Cities of the Global South,,3,University Of New Orleans,PLACEHOLDER,
URBN 5670,Grantwriting for Planners,,3,University Of New Orleans,PLACEHOLDER,
URBN 5800,Spec Studisrban Problems,,3,University Of New Orleans,PLACEHOLDER,
URBN 5810,Environ Justice in Urbn Envmts,,3,University Of New Orleans,PLACEHOLDER,
URBN 6000,Seminal Research,,3,University Of New Orleans,PLACEHOLDER,
URBN 6005,Statistics for Urban Analysis,,3,University Of New Orleans,PLACEHOLDER,
URBN 6165,Urban Public Policy Analysis,,3,University Of New Orleans,PLACEHOLDER,
URBN 6510,Ubural Issues Dev Countries,,3,University Of New Orleans,PLACEHOLDER,
URBN 6900,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
URBN 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,
URBN 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
DURB 6803,Seminar Urban Hist,,3,University Of New Orleans,PLACEHOLDER,
DURB 6830,Urban Theory,,3,University Of New Orleans,PLACEHOLDER,
DURB 6850,Seminar Urban Studies,,3,University Of New Orleans,PLACEHOLDER,
DURB 6900,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
DURB 7020,Research Design Seminar,,3,University Of New Orleans,PLACEHOLDER,
DURB 7030,Research Design Practicum,,3,University Of New Orleans,PLACEHOLDER,
DURB 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
DURB 7050,Dissertation Research,,3,University Of New Orleans,PLACEHOLDER,
WGS 2010,Introduction Women�s Studies,,3,University Of New Orleans,PLACEHOLDER,
WGS 3090,Internship in Women�s Studies,,3,University Of New Orleans,PLACEHOLDER,
WGS 3091,Ind Read & Res Wm/Gdr Studies,,3,University Of New Orleans,PLACEHOLDER,
WGS 3092,Ind Read & Res Wm/Gdr Studies,,3,University Of New Orleans,PLACEHOLDER,
WGS 3093,Ind Read & Res Wm/Gdr Studies,,3,University Of New Orleans,PLACEHOLDER,
WGS 4070,"Spec Top Women, Lit, Society",,3,University Of New Orleans,PLACEHOLDER,
WGS 4080,Fem Theory Gen & Sex,,3,University Of New Orleans,PLACEHOLDER,
WGS 4090,Variable Topics Womens Studies,,3,University Of New Orleans,PLACEHOLDER,
WGS 5070,"Spec Top Women, Lit, Society",,3,University Of New Orleans,PLACEHOLDER,
WGS 5090,Variable Topics Womens Studies,,3,University Of New Orleans,PLACEHOLDER,
GHUM 1000, General Humanities Elective,,3,University Of New Orleans,PLACEHOLDER,
ENGL 1000NE, No equivalent,,3,University Of New Orleans,PLACEHOLDER,
ENGL 2000NE, No equivalent,,3,University Of New Orleans,PLACEHOLDER,
ENGL 3000NE, No equivalent,,3,University Of New Orleans,PLACEHOLDER,
ENGL 4000NE, No equivalent,,3,University Of New Orleans,PLACEHOLDER,
